index,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
171957,Rajasthan,JHALAWAR,2004,Kharif     ,Maize,55121,67288
171958,Rajasthan,JHALAWAR,2004,Kharif     ,Moong(Green Gram),283,77
171959,Rajasthan,JHALAWAR,2004,Kharif     ,Other Kharif pulses,80,25
171960,Rajasthan,JHALAWAR,2004,Kharif     ,Rice,446,662
171961,Rajasthan,JHALAWAR,2004,Kharif     ,Sesamum,3009,1002
171962,Rajasthan,JHALAWAR,2004,Kharif     ,Soyabean,189406,262696
171963,Rajasthan,JHALAWAR,2004,Kharif     ,Sunflower,1,1
171964,Rajasthan,JHALAWAR,2004,Kharif     ,Urad,13616,6675
171965,Rajasthan,JHALAWAR,2004,Rabi       ,Barley,208,495
171966,Rajasthan,JHALAWAR,2004,Rabi       ,Gram,19547,15007
171967,Rajasthan,JHALAWAR,2004,Rabi       ,Linseed,1301,926
171968,Rajasthan,JHALAWAR,2004,Rabi       ,Masoor,4725,5368
171969,Rajasthan,JHALAWAR,2004,Rabi       ,Other  Rabi pulses,117,161
171970,Rajasthan,JHALAWAR,2004,Rabi       ,Peas & beans (Pulses),105,104
171971,Rajasthan,JHALAWAR,2004,Rabi       ,Rapeseed &Mustard,67688,87149
171972,Rajasthan,JHALAWAR,2004,Rabi       ,Wheat,49431,161194
171973,Rajasthan,JHALAWAR,2004,Whole Year ,Coriander,66149,65157
171974,Rajasthan,JHALAWAR,2004,Whole Year ,Dry chillies,594,243
171975,Rajasthan,JHALAWAR,2004,Whole Year ,Garlic,3439,6391
171976,Rajasthan,JHALAWAR,2004,Whole Year ,Onion,167,762
171977,Rajasthan,JHALAWAR,2004,Whole Year ,Potato,101,1266
171978,Rajasthan,JHALAWAR,2004,Whole Year ,Sannhamp,36,31
171979,Rajasthan,JHALAWAR,2004,Whole Year ,Sugarcane,12,580
171980,Rajasthan,JHALAWAR,2004,Whole Year ,Sweet potato,201,781
171981,Rajasthan,JHALAWAR,2004,Whole Year ,Tobacco,3,
171982,Rajasthan,JHALAWAR,2005,Kharif     ,Arhar/Tur,635,567
171983,Rajasthan,JHALAWAR,2005,Kharif     ,Bajra,41,18
171984,Rajasthan,JHALAWAR,2005,Kharif     ,Cotton(lint),31,58
171985,Rajasthan,JHALAWAR,2005,Kharif     ,Dry ginger,1,1
171986,Rajasthan,JHALAWAR,2005,Kharif     ,Groundnut,1412,2129
171987,Rajasthan,JHALAWAR,2005,Kharif     ,Jowar,7961,7766
171988,Rajasthan,JHALAWAR,2005,Kharif     ,Maize,47109,85662
171989,Rajasthan,JHALAWAR,2005,Kharif     ,Moong(Green Gram),245,39
171990,Rajasthan,JHALAWAR,2005,Kharif     ,Other Kharif pulses,74,15
171991,Rajasthan,JHALAWAR,2005,Kharif     ,Rice,719,1055
171992,Rajasthan,JHALAWAR,2005,Kharif     ,Sesamum,4139,616
171993,Rajasthan,JHALAWAR,2005,Kharif     ,Soyabean,205629,211684
171994,Rajasthan,JHALAWAR,2005,Kharif     ,Sunflower,1,
171995,Rajasthan,JHALAWAR,2005,Kharif     ,Urad,10406,4234
171996,Rajasthan,JHALAWAR,2005,Rabi       ,Barley,168,382
171997,Rajasthan,JHALAWAR,2005,Rabi       ,Gram,8762,7074
171998,Rajasthan,JHALAWAR,2005,Rabi       ,Linseed,47,50
171999,Rajasthan,JHALAWAR,2005,Rabi       ,Masoor,3679,3263
172000,Rajasthan,JHALAWAR,2005,Rabi       ,Other  Rabi pulses,105,104
172001,Rajasthan,JHALAWAR,2005,Rabi       ,Peas & beans (Pulses),19,29
172002,Rajasthan,JHALAWAR,2005,Rabi       ,Rapeseed &Mustard,76225,132187
172003,Rajasthan,JHALAWAR,2005,Rabi       ,Wheat,37166,102947
172004,Rajasthan,JHALAWAR,2005,Whole Year ,Coriander,44390,37377
172005,Rajasthan,JHALAWAR,2005,Whole Year ,Dry chillies,409,157
172006,Rajasthan,JHALAWAR,2005,Whole Year ,Garlic,1685,4428
172007,Rajasthan,JHALAWAR,2005,Whole Year ,Onion,159,763
172008,Rajasthan,JHALAWAR,2005,Whole Year ,Potato,45,46
172009,Rajasthan,JHALAWAR,2005,Whole Year ,Sannhamp,43,44
172010,Rajasthan,JHALAWAR,2005,Whole Year ,Sugarcane,23,1401
172011,Rajasthan,JHALAWAR,2005,Whole Year ,Sweet potato,255,1040
172012,Rajasthan,JHALAWAR,2006,Kharif     ,Arhar/Tur,623,553
172013,Rajasthan,JHALAWAR,2006,Kharif     ,Bajra,21,15
172014,Rajasthan,JHALAWAR,2006,Kharif     ,Cotton(lint),72,26
172015,Rajasthan,JHALAWAR,2006,Kharif     ,Dry ginger,1,1
172016,Rajasthan,JHALAWAR,2006,Kharif     ,Groundnut,1675,1889
172017,Rajasthan,JHALAWAR,2006,Kharif     ,Jowar,7974,9354
172018,Rajasthan,JHALAWAR,2006,Kharif     ,Maize,44595,64323
172019,Rajasthan,JHALAWAR,2006,Kharif     ,Moong(Green Gram),310,111
172020,Rajasthan,JHALAWAR,2006,Kharif     ,Other Kharif pulses,95,39
172021,Rajasthan,JHALAWAR,2006,Kharif     ,Rice,720,1135
172022,Rajasthan,JHALAWAR,2006,Kharif     ,Sesamum,3348,1086
172023,Rajasthan,JHALAWAR,2006,Kharif     ,Soyabean,203288,243222
172024,Rajasthan,JHALAWAR,2006,Kharif     ,Urad,9579,3697
172025,Rajasthan,JHALAWAR,2006,Rabi       ,Barley,374,953
172026,Rajasthan,JHALAWAR,2006,Rabi       ,Gram,14082,16096
172027,Rajasthan,JHALAWAR,2006,Rabi       ,Linseed,47,37
172028,Rajasthan,JHALAWAR,2006,Rabi       ,Masoor,4587,4825
172029,Rajasthan,JHALAWAR,2006,Rabi       ,Other  Rabi pulses,415,217
172030,Rajasthan,JHALAWAR,2006,Rabi       ,Peas & beans (Pulses),36,176
172031,Rajasthan,JHALAWAR,2006,Rabi       ,Rapeseed &Mustard,72367,84315
172032,Rajasthan,JHALAWAR,2006,Rabi       ,Wheat,72456,235175
172033,Rajasthan,JHALAWAR,2006,Whole Year ,Coriander,61963,68159
172034,Rajasthan,JHALAWAR,2006,Whole Year ,Dry chillies,448,159
172035,Rajasthan,JHALAWAR,2006,Whole Year ,Garlic,2402,6425
172036,Rajasthan,JHALAWAR,2006,Whole Year ,Onion,170,1187
172037,Rajasthan,JHALAWAR,2006,Whole Year ,Potato,77,963
172038,Rajasthan,JHALAWAR,2006,Whole Year ,Sannhamp,16,13
172039,Rajasthan,JHALAWAR,2006,Whole Year ,Sugarcane,31,1789
172040,Rajasthan,JHALAWAR,2006,Whole Year ,Sweet potato,201,802
172041,Rajasthan,JHALAWAR,2007,Kharif     ,Arhar/Tur,539,633
172042,Rajasthan,JHALAWAR,2007,Kharif     ,Bajra,4,3
172043,Rajasthan,JHALAWAR,2007,Kharif     ,Cotton(lint),24,10
172044,Rajasthan,JHALAWAR,2007,Kharif     ,Groundnut,1374,1670
172045,Rajasthan,JHALAWAR,2007,Kharif     ,Jowar,6226,9141
172046,Rajasthan,JHALAWAR,2007,Kharif     ,Maize,40773,103979
172047,Rajasthan,JHALAWAR,2007,Kharif     ,Moong(Green Gram),285,112
172048,Rajasthan,JHALAWAR,2007,Kharif     ,Other Kharif pulses,86,31
172049,Rajasthan,JHALAWAR,2007,Kharif     ,Rice,1176,2389
172050,Rajasthan,JHALAWAR,2007,Kharif     ,Sesamum,2269,914
172051,Rajasthan,JHALAWAR,2007,Kharif     ,Soyabean,224695,310310
172052,Rajasthan,JHALAWAR,2007,Kharif     ,Urad,11462,8462
172053,Rajasthan,JHALAWAR,2007,Rabi       ,Barley,324,701
172054,Rajasthan,JHALAWAR,2007,Rabi       ,Gram,22233,14788
172055,Rajasthan,JHALAWAR,2007,Rabi       ,Linseed,53,41
172056,Rajasthan,JHALAWAR,2007,Rabi       ,Masoor,2527,1837
172057,Rajasthan,JHALAWAR,2007,Rabi       ,Other  Rabi pulses,207,131
172058,Rajasthan,JHALAWAR,2007,Rabi       ,other oilseeds,81,22
172059,Rajasthan,JHALAWAR,2007,Rabi       ,Peas & beans (Pulses),378,111
172060,Rajasthan,JHALAWAR,2007,Rabi       ,Rapeseed &Mustard,27747,35610
172061,Rajasthan,JHALAWAR,2007,Rabi       ,Wheat,57376,164458
172062,Rajasthan,JHALAWAR,2007,Whole Year ,Coriander,85762,38593
172063,Rajasthan,JHALAWAR,2007,Whole Year ,Dry chillies,491,399
172064,Rajasthan,JHALAWAR,2007,Whole Year ,Garlic,5603,17710
172065,Rajasthan,JHALAWAR,2007,Whole Year ,Onion,258,1563
172066,Rajasthan,JHALAWAR,2007,Whole Year ,Potato,110,795
172067,Rajasthan,JHALAWAR,2007,Whole Year ,Sugarcane,25,1428
172068,Rajasthan,JHALAWAR,2007,Whole Year ,Sweet potato,186,366
172069,Rajasthan,JHALAWAR,2008,Kharif     ,Arhar/Tur,544,550
172070,Rajasthan,JHALAWAR,2008,Kharif     ,Bajra,6,5
172071,Rajasthan,JHALAWAR,2008,Kharif     ,Cotton(lint),13,5
172072,Rajasthan,JHALAWAR,2008,Kharif     ,Groundnut,1483,1573
172073,Rajasthan,JHALAWAR,2008,Kharif     ,Jowar,4790,5914
172074,Rajasthan,JHALAWAR,2008,Kharif     ,Maize,37581,80376
172075,Rajasthan,JHALAWAR,2008,Kharif     ,Moong(Green Gram),226,95
172076,Rajasthan,JHALAWAR,2008,Kharif     ,Other Kharif pulses,82,43
172077,Rajasthan,JHALAWAR,2008,Kharif     ,Rice,1679,3034
172078,Rajasthan,JHALAWAR,2008,Kharif     ,Sesamum,2262,1238
172079,Rajasthan,JHALAWAR,2008,Kharif     ,Soyabean,236786,229662
172080,Rajasthan,JHALAWAR,2008,Kharif     ,Urad,11257,3581
172081,Rajasthan,JHALAWAR,2008,Rabi       ,Barley,339,1038
172082,Rajasthan,JHALAWAR,2008,Rabi       ,Gram,30036,30570
172083,Rajasthan,JHALAWAR,2008,Rabi       ,Linseed,196,114
172084,Rajasthan,JHALAWAR,2008,Rabi       ,Masoor,3509,2811
172085,Rajasthan,JHALAWAR,2008,Rabi       ,Other  Rabi pulses,85,53
172086,Rajasthan,JHALAWAR,2008,Rabi       ,other oilseeds,325,112
172087,Rajasthan,JHALAWAR,2008,Rabi       ,Peas & beans (Pulses),249,104
172088,Rajasthan,JHALAWAR,2008,Rabi       ,Rapeseed &Mustard,38038,52384
172089,Rajasthan,JHALAWAR,2008,Rabi       ,Wheat,58810,163674
172090,Rajasthan,JHALAWAR,2008,Whole Year ,Coriander,96940,92187
172091,Rajasthan,JHALAWAR,2008,Whole Year ,Dry chillies,356,143
172092,Rajasthan,JHALAWAR,2008,Whole Year ,Garlic,3545,11564
172093,Rajasthan,JHALAWAR,2008,Whole Year ,Guar seed,12,4
172094,Rajasthan,JHALAWAR,2008,Whole Year ,Onion,116,467
172095,Rajasthan,JHALAWAR,2008,Whole Year ,Potato,137,547
172096,Rajasthan,JHALAWAR,2008,Whole Year ,Sugarcane,30,1783
172097,Rajasthan,JHALAWAR,2008,Whole Year ,Sweet potato,85,
172098,Rajasthan,JHALAWAR,2009,Kharif     ,Arhar/Tur,398,398
172099,Rajasthan,JHALAWAR,2009,Kharif     ,Bajra,6,3
172100,Rajasthan,JHALAWAR,2009,Kharif     ,Cotton(lint),12,4
172101,Rajasthan,JHALAWAR,2009,Kharif     ,Groundnut,1321,1262
172102,Rajasthan,JHALAWAR,2009,Kharif     ,Jowar,4629,6592
172103,Rajasthan,JHALAWAR,2009,Kharif     ,Maize,35711,71116
172104,Rajasthan,JHALAWAR,2009,Kharif     ,Moong(Green Gram),151,7
172105,Rajasthan,JHALAWAR,2009,Kharif     ,Other Kharif pulses,55,5
172106,Rajasthan,JHALAWAR,2009,Kharif     ,Rice,2397,3631
172107,Rajasthan,JHALAWAR,2009,Kharif     ,Sesamum,2707,1352
172108,Rajasthan,JHALAWAR,2009,Kharif     ,Soyabean,243664,293778
172109,Rajasthan,JHALAWAR,2009,Kharif     ,Urad,6666,3504
172110,Rajasthan,JHALAWAR,2009,Rabi       ,Barley,302,838
172111,Rajasthan,JHALAWAR,2009,Rabi       ,Gram,46093,41785
172112,Rajasthan,JHALAWAR,2009,Rabi       ,Linseed,149,82
172113,Rajasthan,JHALAWAR,2009,Rabi       ,Masoor,3652,3852
172114,Rajasthan,JHALAWAR,2009,Rabi       ,Other  Rabi pulses,194,209
172115,Rajasthan,JHALAWAR,2009,Rabi       ,other oilseeds,1405,496
172116,Rajasthan,JHALAWAR,2009,Rabi       ,Rapeseed &Mustard,39401,54250
172117,Rajasthan,JHALAWAR,2009,Rabi       ,Wheat,67915,226609
172118,Rajasthan,JHALAWAR,2009,Whole Year ,Coriander,97940,107542
172119,Rajasthan,JHALAWAR,2009,Whole Year ,Dry chillies,437,422
172120,Rajasthan,JHALAWAR,2009,Whole Year ,Garlic,3958,11874
172121,Rajasthan,JHALAWAR,2009,Whole Year ,Onion,401,1830
172122,Rajasthan,JHALAWAR,2009,Whole Year ,Potato,47,189
172123,Rajasthan,JHALAWAR,2009,Whole Year ,Sannhamp,6,
172124,Rajasthan,JHALAWAR,2009,Whole Year ,Sugarcane,16,863
172125,Rajasthan,JHALAWAR,2009,Whole Year ,Sweet potato,121,
172126,Rajasthan,JHALAWAR,2010,Kharif     ,Arhar/Tur,459,459
172127,Rajasthan,JHALAWAR,2010,Kharif     ,Bajra,10,11
172128,Rajasthan,JHALAWAR,2010,Kharif     ,Cotton(lint),6,3
172129,Rajasthan,JHALAWAR,2010,Kharif     ,Groundnut,1357,2668
172130,Rajasthan,JHALAWAR,2010,Kharif     ,Jowar,3617,4559
172131,Rajasthan,JHALAWAR,2010,Kharif     ,Maize,40584,84800
172132,Rajasthan,JHALAWAR,2010,Kharif     ,Moong(Green Gram),255,158
172133,Rajasthan,JHALAWAR,2010,Kharif     ,Other Kharif pulses,73,39
172134,Rajasthan,JHALAWAR,2010,Kharif     ,Rice,2294,5858
172135,Rajasthan,JHALAWAR,2010,Kharif     ,Sesamum,7316,3032
172136,Rajasthan,JHALAWAR,2010,Kharif     ,Soyabean,240086,316766
172137,Rajasthan,JHALAWAR,2010,Kharif     ,Urad,10694,9401
172138,Rajasthan,JHALAWAR,2010,Rabi       ,Barley,461,1314
172139,Rajasthan,JHALAWAR,2010,Rabi       ,Gram,36467,28323
172140,Rajasthan,JHALAWAR,2010,Rabi       ,Linseed,123,98
172141,Rajasthan,JHALAWAR,2010,Rabi       ,Masoor,4697,3070
172142,Rajasthan,JHALAWAR,2010,Rabi       ,Other  Rabi pulses,407,402
172143,Rajasthan,JHALAWAR,2010,Rabi       ,other oilseeds,7869,3202
172144,Rajasthan,JHALAWAR,2010,Rabi       ,Rapeseed &Mustard,32622,38485
172145,Rajasthan,JHALAWAR,2010,Rabi       ,Wheat,70511,222286
172146,Rajasthan,JHALAWAR,2010,Whole Year ,Coriander,85795,69683
172147,Rajasthan,JHALAWAR,2010,Whole Year ,Dry chillies,455,455
172148,Rajasthan,JHALAWAR,2010,Whole Year ,Garlic,4567,20552
172149,Rajasthan,JHALAWAR,2010,Whole Year ,Onion,806,6643
172150,Rajasthan,JHALAWAR,2010,Whole Year ,Potato,118,2252
172151,Rajasthan,JHALAWAR,2010,Whole Year ,Sannhamp,6,
172152,Rajasthan,JHALAWAR,2010,Whole Year ,Sugarcane,19,1273
172153,Rajasthan,JHALAWAR,2010,Whole Year ,Sweet potato,171,235
172154,Rajasthan,JHUNJHUNU,1997,Kharif     ,Arhar/Tur,100,100
172155,Rajasthan,JHUNJHUNU,1997,Kharif     ,Bajra,243700,116500
172156,Rajasthan,JHUNJHUNU,1997,Kharif     ,Cotton(lint),800,1176
172157,Rajasthan,JHUNJHUNU,1997,Kharif     ,Groundnut,2400,2700
172158,Rajasthan,JHUNJHUNU,1997,Kharif     ,Onion,1500,29000
172159,Rajasthan,JHUNJHUNU,1997,Rabi       ,Barley,14500,26700
172160,Rajasthan,JHUNJHUNU,1997,Rabi       ,Gram,120300,118100
172161,Rajasthan,JHUNJHUNU,1997,Rabi       ,Rapeseed &Mustard,132800,78600
172162,Rajasthan,JHUNJHUNU,1997,Rabi       ,Wheat,53400,157900
172163,Rajasthan,JHUNJHUNU,1998,Kharif     ,Arhar/Tur,15,20
172164,Rajasthan,JHUNJHUNU,1998,Kharif     ,Bajra,247217,225383
172165,Rajasthan,JHUNJHUNU,1998,Kharif     ,Cotton(lint),632,145
172166,Rajasthan,JHUNJHUNU,1998,Kharif     ,Groundnut,1325,1445
172167,Rajasthan,JHUNJHUNU,1998,Kharif     ,Jowar,1,
172168,Rajasthan,JHUNJHUNU,1998,Kharif     ,Maize,3,3
172169,Rajasthan,JHUNJHUNU,1998,Kharif     ,Moong(Green Gram),41591,8472
172170,Rajasthan,JHUNJHUNU,1998,Kharif     ,Moth,4476,719
172171,Rajasthan,JHUNJHUNU,1998,Kharif     ,Other Kharif pulses,21427,4510
172172,Rajasthan,JHUNJHUNU,1998,Kharif     ,Sannhamp,12,7
172173,Rajasthan,JHUNJHUNU,1998,Kharif     ,Sesamum,91,7
172174,Rajasthan,JHUNJHUNU,1998,Rabi       ,Barley,8337,15326
172175,Rajasthan,JHUNJHUNU,1998,Rabi       ,Gram,172853,149686
172176,Rajasthan,JHUNJHUNU,1998,Rabi       ,Linseed,11,6
172177,Rajasthan,JHUNJHUNU,1998,Rabi       ,Peas & beans (Pulses),26,26
172178,Rajasthan,JHUNJHUNU,1998,Rabi       ,Rapeseed &Mustard,101596,123516
172179,Rajasthan,JHUNJHUNU,1998,Rabi       ,Tobacco,135,675
172180,Rajasthan,JHUNJHUNU,1998,Rabi       ,Wheat,60302,179320
172181,Rajasthan,JHUNJHUNU,1998,Whole Year ,Coriander,46,42
172182,Rajasthan,JHUNJHUNU,1998,Whole Year ,Dry chillies,581,581
172183,Rajasthan,JHUNJHUNU,1998,Whole Year ,Garlic,459,918
172184,Rajasthan,JHUNJHUNU,1998,Whole Year ,Onion,1424,28426
172185,Rajasthan,JHUNJHUNU,1998,Whole Year ,Potato,1,1
172186,Rajasthan,JHUNJHUNU,1998,Whole Year ,Sugarcane,4,191
172187,Rajasthan,JHUNJHUNU,1998,Whole Year ,Sweet potato,8,16
172188,Rajasthan,JHUNJHUNU,1999,Kharif     ,Arhar/Tur,4,4
172189,Rajasthan,JHUNJHUNU,1999,Kharif     ,Bajra,250712,57908
172190,Rajasthan,JHUNJHUNU,1999,Kharif     ,Castor seed,3,
172191,Rajasthan,JHUNJHUNU,1999,Kharif     ,Cotton(lint),428,123
172192,Rajasthan,JHUNJHUNU,1999,Kharif     ,Groundnut,1006,971
172193,Rajasthan,JHUNJHUNU,1999,Kharif     ,Jowar,8,2
172194,Rajasthan,JHUNJHUNU,1999,Kharif     ,Maize,3,3
172195,Rajasthan,JHUNJHUNU,1999,Kharif     ,Moong(Green Gram),27394,2357
172196,Rajasthan,JHUNJHUNU,1999,Kharif     ,Moth,1638,125
172197,Rajasthan,JHUNJHUNU,1999,Kharif     ,Other Kharif pulses,30119,4168
172198,Rajasthan,JHUNJHUNU,1999,Kharif     ,Sesamum,132,10
172199,Rajasthan,JHUNJHUNU,1999,Kharif     ,Urad,1,
172200,Rajasthan,JHUNJHUNU,1999,Rabi       ,Barley,5238,8815
172201,Rajasthan,JHUNJHUNU,1999,Rabi       ,Gram,31759,16522
172202,Rajasthan,JHUNJHUNU,1999,Rabi       ,Peas & beans (Pulses),10,10
172203,Rajasthan,JHUNJHUNU,1999,Rabi       ,Rapeseed &Mustard,108766,112810
172204,Rajasthan,JHUNJHUNU,1999,Rabi       ,Wheat,65946,141818
172205,Rajasthan,JHUNJHUNU,1999,Whole Year ,Coriander,57,29
172206,Rajasthan,JHUNJHUNU,1999,Whole Year ,Dry chillies,671,651
172207,Rajasthan,JHUNJHUNU,1999,Whole Year ,Garlic,486,972
172208,Rajasthan,JHUNJHUNU,1999,Whole Year ,Guar seed,79235,5268
172209,Rajasthan,JHUNJHUNU,1999,Whole Year ,Onion,1593,31860
172210,Rajasthan,JHUNJHUNU,1999,Whole Year ,Sannhamp,5,
172211,Rajasthan,JHUNJHUNU,1999,Whole Year ,Sugarcane,4,163
172212,Rajasthan,JHUNJHUNU,1999,Whole Year ,Sweet potato,10,20
172213,Rajasthan,JHUNJHUNU,1999,Whole Year ,Tobacco,76,380
172214,Rajasthan,JHUNJHUNU,2000,Kharif     ,Arhar/Tur,1,1
172215,Rajasthan,JHUNJHUNU,2000,Kharif     ,Bajra,276954,147531
172216,Rajasthan,JHUNJHUNU,2000,Kharif     ,Castor seed,2,2
172217,Rajasthan,JHUNJHUNU,2000,Kharif     ,Cotton(lint),36,59
172218,Rajasthan,JHUNJHUNU,2000,Kharif     ,Groundnut,526,486
172219,Rajasthan,JHUNJHUNU,2000,Kharif     ,Jowar,14,3
172220,Rajasthan,JHUNJHUNU,2000,Kharif     ,Moong(Green Gram),22787,4467
172221,Rajasthan,JHUNJHUNU,2000,Kharif     ,Moth,1034,69
172222,Rajasthan,JHUNJHUNU,2000,Kharif     ,Other Kharif pulses,24902,5002
172223,Rajasthan,JHUNJHUNU,2000,Kharif     ,Sesamum,17,2
172224,Rajasthan,JHUNJHUNU,2000,Rabi       ,Barley,7495,13710
172225,Rajasthan,JHUNJHUNU,2000,Rabi       ,Gram,44189,68079
172226,Rajasthan,JHUNJHUNU,2000,Rabi       ,Peas & beans (Pulses),8,8
172227,Rajasthan,JHUNJHUNU,2000,Rabi       ,Rapeseed &Mustard,80945,59561
172228,Rajasthan,JHUNJHUNU,2000,Rabi       ,Wheat,65926,165008
172229,Rajasthan,JHUNJHUNU,2000,Whole Year ,Coriander,6,3
172230,Rajasthan,JHUNJHUNU,2000,Whole Year ,Dry chillies,595,548
172231,Rajasthan,JHUNJHUNU,2000,Whole Year ,Garlic,368,736
172232,Rajasthan,JHUNJHUNU,2000,Whole Year ,Guar seed,74344,6364
172233,Rajasthan,JHUNJHUNU,2000,Whole Year ,Onion,1396,27362
172234,Rajasthan,JHUNJHUNU,2000,Whole Year ,Sannhamp,5,1
172235,Rajasthan,JHUNJHUNU,2000,Whole Year ,Sweet potato,4,4
172236,Rajasthan,JHUNJHUNU,2000,Whole Year ,Tobacco,72,380
172237,Rajasthan,JHUNJHUNU,2001,Kharif     ,Bajra,279789,290003
172238,Rajasthan,JHUNJHUNU,2001,Kharif     ,Cotton(lint),151,82
172239,Rajasthan,JHUNJHUNU,2001,Kharif     ,Groundnut,724,888
172240,Rajasthan,JHUNJHUNU,2001,Kharif     ,Jowar,2,1
172241,Rajasthan,JHUNJHUNU,2001,Kharif     ,Moong(Green Gram),33036,8360
172242,Rajasthan,JHUNJHUNU,2001,Kharif     ,Moth,426,58
172243,Rajasthan,JHUNJHUNU,2001,Kharif     ,Other Kharif pulses,30926,10562
172244,Rajasthan,JHUNJHUNU,2001,Kharif     ,Sesamum,70,23
172245,Rajasthan,JHUNJHUNU,2001,Rabi       ,Barley,4186,9293
172246,Rajasthan,JHUNJHUNU,2001,Rabi       ,Gram,77288,88308
172247,Rajasthan,JHUNJHUNU,2001,Rabi       ,Peas & beans (Pulses),20,40
172248,Rajasthan,JHUNJHUNU,2001,Rabi       ,Rapeseed &Mustard,78324,87112
172249,Rajasthan,JHUNJHUNU,2001,Rabi       ,Wheat,55425,138029
172250,Rajasthan,JHUNJHUNU,2001,Whole Year ,Coriander,2,1
172251,Rajasthan,JHUNJHUNU,2001,Whole Year ,Dry chillies,548,548
172252,Rajasthan,JHUNJHUNU,2001,Whole Year ,Garlic,381,762
172253,Rajasthan,JHUNJHUNU,2001,Whole Year ,Guar seed,64597,64922
172254,Rajasthan,JHUNJHUNU,2001,Whole Year ,Onion,1389,27294
172255,Rajasthan,JHUNJHUNU,2001,Whole Year ,Potato,2,4
172256,Rajasthan,JHUNJHUNU,2001,Whole Year ,Sannhamp,61,61
172257,Rajasthan,JHUNJHUNU,2001,Whole Year ,Sweet potato,5,20
172258,Rajasthan,JHUNJHUNU,2001,Whole Year ,Tobacco,83,415
172259,Rajasthan,JHUNJHUNU,2002,Kharif     ,Bajra,174736,20632
172260,Rajasthan,JHUNJHUNU,2002,Kharif     ,Cotton(lint),155,100
172261,Rajasthan,JHUNJHUNU,2002,Kharif     ,Groundnut,1041,714
172262,Rajasthan,JHUNJHUNU,2002,Kharif     ,Jowar,19,2
172263,Rajasthan,JHUNJHUNU,2002,Kharif     ,Maize,3,3
172264,Rajasthan,JHUNJHUNU,2002,Kharif     ,Moong(Green Gram),10229,1219
172265,Rajasthan,JHUNJHUNU,2002,Kharif     ,Moth,250,
172266,Rajasthan,JHUNJHUNU,2002,Kharif     ,Other Kharif pulses,20963,5058
172267,Rajasthan,JHUNJHUNU,2002,Kharif     ,Sesamum,28,2
172268,Rajasthan,JHUNJHUNU,2002,Rabi       ,Barley,7463,17807
172269,Rajasthan,JHUNJHUNU,2002,Rabi       ,Gram,55638,50975
172270,Rajasthan,JHUNJHUNU,2002,Rabi       ,Peas & beans (Pulses),11,22
172271,Rajasthan,JHUNJHUNU,2002,Rabi       ,Rapeseed &Mustard,63746,72279
172272,Rajasthan,JHUNJHUNU,2002,Rabi       ,Wheat,61244,209336
172273,Rajasthan,JHUNJHUNU,2002,Whole Year ,Citrus Fruit,8,0
172274,Rajasthan,JHUNJHUNU,2002,Whole Year ,Coriander,2,1
172275,Rajasthan,JHUNJHUNU,2002,Whole Year ,Dry chillies,439,207
172276,Rajasthan,JHUNJHUNU,2002,Whole Year ,Garlic,321,642
172277,Rajasthan,JHUNJHUNU,2002,Whole Year ,Guar seed,23974,416
172278,Rajasthan,JHUNJHUNU,2002,Whole Year ,Mango,2,0
172279,Rajasthan,JHUNJHUNU,2002,Whole Year ,Onion,1158,22944
172280,Rajasthan,JHUNJHUNU,2002,Whole Year ,Other Fresh Fruits,145,0
172281,Rajasthan,JHUNJHUNU,2002,Whole Year ,Other Vegetables,338,0
172282,Rajasthan,JHUNJHUNU,2002,Whole Year ,Papaya,1,0
172283,Rajasthan,JHUNJHUNU,2002,Whole Year ,Pome Fruit,1,0
172284,Rajasthan,JHUNJHUNU,2002,Whole Year ,Potato,6,30
172285,Rajasthan,JHUNJHUNU,2002,Whole Year ,Sannhamp,1,
172286,Rajasthan,JHUNJHUNU,2002,Whole Year ,Sweet potato,1,2
172287,Rajasthan,JHUNJHUNU,2002,Whole Year ,Tobacco,103,515
172288,Rajasthan,JHUNJHUNU,2002,Whole Year ,Water Melon,2,0
172289,Rajasthan,JHUNJHUNU,2003,Kharif     ,Bajra,291974,409949
172290,Rajasthan,JHUNJHUNU,2003,Kharif     ,Castor seed,1,1
172291,Rajasthan,JHUNJHUNU,2003,Kharif     ,Cotton(lint),364,752
172292,Rajasthan,JHUNJHUNU,2003,Kharif     ,Groundnut,859,1344
172293,Rajasthan,JHUNJHUNU,2003,Kharif     ,Jowar,6,4
172294,Rajasthan,JHUNJHUNU,2003,Kharif     ,Moong(Green Gram),34309,14539
172295,Rajasthan,JHUNJHUNU,2003,Kharif     ,Moth,1463,775
172296,Rajasthan,JHUNJHUNU,2003,Kharif     ,Other Kharif pulses,27313,13970
172297,Rajasthan,JHUNJHUNU,2003,Kharif     ,Sesamum,44,20
172298,Rajasthan,JHUNJHUNU,2003,Rabi       ,Barley,6206,15763
172299,Rajasthan,JHUNJHUNU,2003,Rabi       ,Gram,61021,43468
172300,Rajasthan,JHUNJHUNU,2003,Rabi       ,Peas & beans (Pulses),32,64
172301,Rajasthan,JHUNJHUNU,2003,Rabi       ,Rapeseed &Mustard,94003,123285
172302,Rajasthan,JHUNJHUNU,2003,Rabi       ,Wheat,63456,175314
172303,Rajasthan,JHUNJHUNU,2003,Whole Year ,Citrus Fruit,7,0
